DeviceID,PenId,WellPlateID,WellPlateIndex,WellRow,WellColumn,Barcode,ExportCount,Species,BarcodeSet
D82698,5068,WP30105,0,A,1,C1D0F1T0,1,mm,a4_121820
D82698,11291,WP30105,0,A,1,C0D0F1T0,1,mm,a4_121820
D82698,9609,WP30105,0,A,1,C0D0F1T1,1,mm,a4_121820
D82698,5095,WP30105,0,A,1,C1D0F0T1,1,mm,a4_121820
D82698,6638,WP30105,0,A,1,C0D1F1T1,1,mm,a4_121820
D82698,6492,WP30105,0,A,1,C1D0F0T0,1,mm,a4_121820
D82698,6646,WP30105,0,A,1,C1D1F0T0,1,mm,a4_121820
D82698,1838,WP30105,0,A,1,C0D0F0T1,2,mm,a4_121820
D82698,8141,WP30105,0,A,1,C1D1F1T1,1,mm,a4_121820
D82698,11282,WP30105,0,A,1,C0D1F0T0,1,mm,a4_121820
D82698,146,WP30105,0,A,1,C0D1F0T1,1,mm,a4_121820
D82698,9758,WP30105,0,A,1,C0D1F1T0,1,mm,a4_121820
D82698,372,WP30105,0,A,2,C0D1F1T0,1,mm,a4_121820
D82698,12855,WP30105,0,A,2,C0D1F1T1,1,mm,a4_121820
D82698,8001,WP30105,0,A,2,C0D1F0T1,1,mm,a4_121820
D82698,1900,WP30105,0,A,2,C1D1F1T1,1,mm,a4_121820
D82698,11285,WP30105,0,A,2,C0D1F0T0,1,mm,a4_121820
D82698,3551,WP30105,0,A,2,C1D1F0T0,1,mm,a4_121820
D82698,1923,WP30105,0,A,2,C1D0F1T0,1,mm,a4_121820
D82698,11297,WP30105,0,A,2,C1D0F0T1,1,mm,a4_121820
D82698,3446,WP30105,0,A,2,C0D0F1T0,1,mm,a4_121820
D82698,4946,WP30105,0,A,2,C1D0F0T0,1,mm,a4_121820
D82698,9452,WP30105,0,A,2,C0D0F1T1,2,mm,a4_121820
D82698,6552,WP30105,0,A,2,C0D0F0T1,0,mm,a4_121820
D82698,284,WP30105,0,A,3,C0D1F0T0,1,mm,a4_121820
D82698,1853,WP30105,0,A,3,C1D1F1T1,1,mm,a4_121820
D82698,12764,WP30105,0,A,3,C0D0F1T1,1,mm,a4_121820
D82698,11160,WP30105,0,A,3,C0D1F1T0,0,mm,a4_121820
D82698,348,WP30105,0,A,3,C1D1F0T0,2,mm,a4_121820
D82698,1805,WP30105,0,A,3,C0D0F1T0,1,mm,a4_121820
D82698,5039,WP30105,0,A,3,C1D0F0T1,1,mm,a4_121820
D82698,6475,WP30105,0,A,3,C1D0F1T0,1,mm,a4_121820
D82698,9490,WP30105,0,A,3,C1D0F0T0,1,mm,a4_121820
D82698,3276,WP30105,0,A,3,C0D1F0T1,1,mm,a4_121820
D82698,11213,WP30105,0,A,3,C0D0F0T1,1,mm,a4_121820
D82698,1903,WP30105,0,A,3,C0D1F1T1,0,mm,a4_121820
D82698,11222,WP30105,0,A,4,C1D1F1T1,1,mm,a4_121820
D82698,11230,WP30105,0,A,4,C0D0F0T1,1,mm,a4_121820
D82698,8021,WP30105,0,A,4,C0D1F1T1,1,mm,a4_121820
D82698,3553,WP30105,0,A,4,C1D1F0T0,1,mm,a4_121820
D82698,6422,WP30105,0,A,4,C0D0F1T0,1,mm,a4_121820
D82698,4787,WP30105,0,A,4,C1D0F0T0,1,mm,a4_121820
D82698,7957,WP30105,0,A,4,C0D1F1T0,1,mm,a4_121820
D82698,12730,WP30105,0,A,4,C0D0F1T1,1,mm,a4_121820
D82698,15979,WP30105,0,A,4,C0D1F0T1,1,mm,a4_121820
D82698,8149,WP30105,0,A,4,C0D1F0T0,1,mm,a4_121820
D82698,12683,WP30105,0,A,4,C1D0F1T0,1,mm,a4_121820
D82698,9697,WP30105,0,A,4,C1D0F0T1,1,mm,a4_121820
D82698,6661,WP30105,0,A,5,C1D1F0T0,2,mm,a4_121820
D82698,16066,WP30105,0,A,5,C0D1F1T0,1,mm,a4_121820
D82698,1812,WP30105,0,A,5,C1D0F1T0,1,mm,a4_121820
D82698,7869,WP30105,0,A,5,C1D0F0T0,1,mm,a4_121820
D82698,9568,WP30105,0,A,5,C0D1F0T0,1,mm,a4_121820
D82698,7991,WP30105,0,A,5,C0D0F1T0,1,mm,a4_121820
D82698,9607,WP30105,0,A,5,C1D1F1T1,1,mm,a4_121820
D82698,14189,WP30105,0,A,5,C0D0F1T1,1,mm,a4_121820
D82698,1831,WP30105,0,A,5,C1D0F0T1,1,mm,a4_121820
D82698,19060,WP30105,0,A,5,C0D1F0T1,1,mm,a4_121820
D82698,7914,WP30105,0,A,5,C0D0F0T1,1,mm,a4_121820
D82698,6485,WP30105,0,A,5,C0D1F1T1,1,mm,a4_121820
D82698,19058,WP30105,0,A,6,C1D0F0T0,1,mm,a4_121820
D82698,6377,WP30105,0,A,6,C0D1F0T0,1,mm,a4_121820
D82698,16129,WP30105,0,A,6,C0D0F1T1,1,mm,a4_121820
D82698,11056,WP30105,0,A,6,C0D0F1T0,1,mm,a4_121820
D82698,9693,WP30105,0,A,6,C1D1F0T0,1,mm,a4_121820
D82698,8053,WP30105,0,A,6,C0D1F1T1,1,mm,a4_121820
D82698,8018,WP30105,0,A,6,C1D1F1T1,1,mm,a4_121820
D82698,15916,WP30105,0,A,6,C0D0F0T1,1,mm,a4_121820
D82698,5000,WP30105,0,A,6,C1D0F0T1,1,mm,a4_121820
D82698,11114,WP30105,0,A,6,C1D0F1T0,1,mm,a4_121820
D82698,14183,WP30105,0,A,6,C0D1F0T1,0,mm,a4_121820
D82698,11334,WP30105,0,A,6,C0D1F1T0,1,mm,a4_121820
D82698,12963,WP30105,0,A,7,C0D1F1T0,1,mm,a4_121820
D82698,7968,WP30105,0,A,7,C1D1F1T1,1,mm,a4_121820
D82698,12746,WP30105,0,A,7,C1D0F0T1,1,mm,a4_121820
D82698,17306,WP30105,0,A,7,C0D1F0T1,1,mm,a4_121820
D82698,18804,WP30105,0,A,7,C0D1F1T1,0,mm,a4_121820
D82698,12831,WP30105,0,A,7,C0D0F1T0,1,mm,a4_121820
D82698,4779,WP30105,0,A,7,C0D1F0T0,1,mm,a4_121820
D82698,11267,WP30105,0,A,7,C1D1F0T0,1,mm,a4_121820
D82698,15924,WP30105,0,A,7,C1D0F0T0,1,mm,a4_121820
D82698,5151,WP30105,0,A,7,C0D0F1T1,1,mm,a4_121820
D82698,4822,WP30105,0,A,7,C1D0F1T0,1,mm,a4_121820
D82698,16005,WP30105,0,A,7,C0D0F0T1,1,mm,a4_121820
D82698,6319,WP30105,0,A,8,C1D0F1T0,1,mm,a4_121820
D82698,17506,WP30105,0,A,8,C0D1F0T0,1,mm,a4_121820
D82698,6464,WP30105,0,A,8,C1D1F1T1,1,mm,a4_121820
D82698,9811,WP30105,0,A,8,C0D1F1T1,1,mm,a4_121820
D82698,5023,WP30105,0,A,8,C1D0F0T1,1,mm,a4_121820
D82698,12812,WP30105,0,A,8,C1D1F0T0,1,mm,a4_121820
D82698,6683,WP30105,0,A,8,C0D0F1T1,1,mm,a4_121820
D82698,1041,WP30105,0,A,8,C0D1F1T0,0,mm,a4_121820
D82698,14244,WP30105,0,A,8,C0D0F1T0,1,mm,a4_121820
D82698,15929,WP30105,0,A,8,C1D0F0T0,1,mm,a4_121820
D82698,14251,WP30105,0,A,8,C0D0F0T1,1,mm,a4_121820
D82698,5177,WP30105,0,A,8,C0D1F0T1,1,mm,a4_121820
D82698,11388,WP30105,0,A,9,C0D1F1T1,1,mm,a4_121820
D82698,8727,WP30105,0,A,9,C0D1F1T0,1,mm,a4_121820
D82698,18918,WP30105,0,A,9,C0D0F1T0,1,mm,a4_121820
D82698,15960,WP30105,0,A,9,C0D1F0T0,1,mm,a4_121820
D82698,186,WP30105,0,A,9,C1D0F0T1,1,mm,a4_121820
D82698,12767,WP30105,0,A,9,C1D1F1T1,2,mm,a4_121820
D82698,5179,WP30105,0,A,9,C0D0F1T1,1,mm,a4_121820
D82698,19182,WP30105,0,A,9,C1D0F1T0,1,mm,a4_121820
D82698,17624,WP30105,0,A,9,C1D0F0T0,1,mm,a4_121820
D82698,12688,WP30105,0,A,9,C1D1F0T0,1,mm,a4_121820
D82698,14420,WP30105,0,A,9,C0D1F0T1,1,mm,a4_121820
D82698,12935,WP30105,0,A,9,C0D0F0T1,1,mm,a4_121820
D82698,17580,WP30105,0,A,10,C0D1F0T0,1,mm,a4_121820
D82698,7102,WP30105,0,A,10,C0D1F1T0,1,mm,a4_121820
D82698,17252,WP30105,0,A,10,C0D0F1T0,1,mm,a4_121820
D82698,11440,WP30105,0,A,10,C0D1F1T1,0,mm,a4_121820
D82698,17278,WP30105,0,A,10,C1D0F1T0,1,mm,a4_121820
D82698,17288,WP30105,0,A,10,C1D0F0T0,1,mm,a4_121820
D82698,6499,WP30105,0,A,10,C1D1F0T0,1,mm,a4_121820
D82698,12937,WP30105,0,A,10,C0D0F1T1,1,mm,a4_121820
D82698,14257,WP30105,0,A,10,C1D1F1T1,1,mm,a4_121820
D82698,4953,WP30105,0,A,10,C1D0F0T1,1,mm,a4_121820
D82698,8285,WP30105,0,A,10,C0D1F0T1,1,mm,a4_121820
D82698,14504,WP30105,0,A,10,C0D0F0T1,1,mm,a4_121820
D82698,6506,WP30105,0,A,11,C1D0F0T1,1,mm,a4_121820
D82698,12615,WP30105,0,A,11,C1D0F1T0,1,mm,a4_121820
D82698,12606,WP30105,0,A,11,C1D0F0T0,2,mm,a4_121820
D82698,5172,WP30105,0,A,11,C0D0F1T0,1,mm,a4_121820
D82698,17389,WP30105,0,A,11,C0D1F0T0,1,mm,a4_121820
D82698,18849,WP30105,0,A,11,C1D1F1T1,1,mm,a4_121820
D82698,9856,WP30105,0,A,11,C0D0F1T1,1,mm,a4_121820
D82698,6831,WP30105,0,A,11,C0D0F0T1,1,mm,a4_121820
D82698,9553,WP30105,0,A,11,C1D1F0T0,1,mm,a4_121820
D82698,12912,WP30105,0,A,11,C0D1F0T1,0,mm,a4_121820
D82698,6789,WP30105,0,A,11,C0D1F1T1,1,mm,a4_121820
D82698,3967,WP30105,0,A,11,C0D1F1T0,2,mm,a4_121820
D82698,17279,WP30105,0,A,12,C0D1F0T0,1,mm,a4_121820
D82698,6719,WP30105,0,A,12,C1D0F1T0,1,mm,a4_121820
D82698,15756,WP30105,0,A,12,C1D1F1T1,2,mm,a4_121820
D82698,6714,WP30105,0,A,12,C1D0F0T0,1,mm,a4_121820
D82698,6910,WP30105,0,A,12,C0D1F0T1,1,mm,a4_121820
D82698,5191,WP30105,0,A,12,C0D0F1T0,1,mm,a4_121820
D82698,8019,WP30105,0,A,12,C1D0F0T1,1,mm,a4_121820
D82698,3702,WP30105,0,A,12,C0D0F1T1,1,mm,a4_121820
D82698,13085,WP30105,0,A,12,C0D1F1T1,1,mm,a4_121820
D82698,5762,WP30105,0,A,12,C0D0F0T1,1,mm,a4_121820
D82698,7994,WP30105,0,A,12,C1D1F0T0,1,mm,a4_121820
D82698,3912,WP30105,0,A,12,C0D1F1T0,1,mm,a4_121820
D82698,3601,WP30105,0,B,1,C1D0F1T0,1,mm,a4_121820
D82698,9809,WP30105,0,B,1,C1D0F0T0,1,mm,a4_121820
D82698,12983,WP30105,0,B,1,C0D0F1T0,1,mm,a4_121820
D82698,17643,WP30105,0,B,1,C0D1F0T0,2,mm,a4_121820
D82698,9952,WP30105,0,B,1,C0D0F1T1,1,mm,a4_121820
D82698,2671,WP30105,0,B,1,C0D0F0T1,1,mm,a4_121820
D82698,1748,WP30105,0,B,1,C1D1F0T0,1,mm,a4_121820
D82698,5737,WP30105,0,B,1,C0D1F1T1,1,mm,a4_121820
D82698,12600,WP30105,0,B,1,C1D1F1T1,1,mm,a4_121820
D82698,56,WP30105,0,B,1,C1D0F0T1,1,mm,a4_121820
D82698,10371,WP30105,0,B,1,C0D1F1T0,1,mm,a4_121820
D82698,11533,WP30105,0,B,1,C0D1F0T1,1,mm,a4_121820
D82698,3604,WP30105,0,B,2,C1D1F1T1,0,mm,a4_121820
D82698,6801,WP30105,0,B,2,C0D0F1T0,1,mm,a4_121820
D82698,3856,WP30105,0,B,2,C0D1F0T1,1,mm,a4_121820
D82698,14994,WP30105,0,B,2,C0D1F1T0,1,mm,a4_121820
D82698,1998,WP30105,0,B,2,C0D1F1T1,1,mm,a4_121820
D82698,14408,WP30105,0,B,2,C1D0F0T0,1,mm,a4_121820
D82698,5703,WP30105,0,B,2,C0D0F0T1,1,mm,a4_121820
D82698,15899,WP30105,0,B,2,C1D0F0T1,1,mm,a4_121820
D82698,14404,WP30105,0,B,2,C1D0F1T0,1,mm,a4_121820
D82698,62,WP30105,0,B,2,C1D1F0T0,1,mm,a4_121820
D82698,5675,WP30105,0,B,2,C0D0F1T1,1,mm,a4_121820
D82698,8243,WP30105,0,B,2,C0D1F0T0,1,mm,a4_121820
D82698,6940,WP30105,0,B,3,C0D1F0T1,1,mm,a4_121820
D82698,19559,WP30105,0,B,3,C0D1F1T0,0,mm,a4_121820
D82698,11374,WP30105,0,B,3,C1D0F1T0,1,mm,a4_121820
D82698,4116,WP30105,0,B,3,C0D1F1T1,1,mm,a4_121820
D82698,15948,WP30105,0,B,3,C1D0F0T1,1,mm,a4_121820
D82698,12973,WP30105,0,B,3,C1D1F1T1,1,mm,a4_121820
D82698,8465,WP30105,0,B,3,C0D0F1T0,1,mm,a4_121820
D82698,5424,WP30105,0,B,3,C1D0F0T0,0,mm,a4_121820
D82698,7217,WP30105,0,B,3,C0D0F1T1,1,mm,a4_121820
D82698,7890,WP30105,0,B,3,C1D1F0T0,1,mm,a4_121820
D82698,9999,WP30105,0,B,3,C0D1F0T0,1,mm,a4_121820
D82698,2570,WP30105,0,B,3,C0D0F0T1,1,mm,a4_121820
D82698,5533,WP30105,0,B,4,C0D0F1T1,1,mm,a4_121820
D82698,25,WP30105,0,B,4,C1D1F0T0,1,mm,a4_121820
D82698,1056,WP30105,0,B,4,C1D0F0T0,0,mm,a4_121820
D82698,3748,WP30105,0,B,4,C1D0F1T0,1,mm,a4_121820
D82698,19755,WP30105,0,B,4,C0D1F1T0,1,mm,a4_121820
D82698,8833,WP30105,0,B,4,C0D1F0T1,1,mm,a4_121820
D82698,17382,WP30105,0,B,4,C1D0F0T1,1,mm,a4_121820
D82698,8421,WP30105,0,B,4,C0D1F0T0,1,mm,a4_121820
D82698,14619,WP30105,0,B,4,C0D0F1T0,1,mm,a4_121820
D82698,8701,WP30105,0,B,4,C0D0F0T1,1,mm,a4_121820
D82698,9954,WP30105,0,B,4,C1D1F1T1,1,mm,a4_121820
D82698,7216,WP30105,0,B,4,C0D1F1T1,1,mm,a4_121820
D82698,5696,WP30105,0,B,5,C0D1F0T0,1,mm,a4_121820
D82698,19425,WP30105,0,B,5,C0D1F1T0,1,mm,a4_121820
D82698,13077,WP30105,0,B,5,C0D0F1T0,2,mm,a4_121820
D82698,17545,WP30105,0,B,5,C1D0F0T1,1,mm,a4_121820
D82698,8703,WP30105,0,B,5,C0D1F1T1,1,mm,a4_121820
D82698,483,WP30105,0,B,5,C0D1F0T1,1,mm,a4_121820
D82698,14564,WP30105,0,B,5,C1D1F1T1,1,mm,a4_121820
D82698,873,WP30105,0,B,5,C0D0F1T1,1,mm,a4_121820
D82698,14334,WP30105,0,B,5,C1D1F0T0,1,mm,a4_121820
D82698,14623,WP30105,0,B,5,C1D0F1T0,1,mm,a4_121820
D82698,3930,WP30105,0,B,5,C0D0F0T1,1,mm,a4_121820
D82698,2048,WP30105,0,B,5,C1D0F0T0,1,mm,a4_121820
D82698,2053,WP30105,0,B,6,C0D1F0T0,1,mm,a4_121820
D82698,19093,WP30105,0,B,6,C1D1F0T0,1,mm,a4_121820
D82698,11994,WP30105,0,B,6,C0D1F1T0,1,mm,a4_121820
D82698,747,WP30105,0,B,6,C0D0F0T1,1,mm,a4_121820
D82698,6909,WP30105,0,B,6,C1D0F1T0,1,mm,a4_121820
D82698,16088,WP30105,0,B,6,C1D0F0T1,1,mm,a4_121820
D82698,8391,WP30105,0,B,6,C1D1F1T1,1,mm,a4_121820
D82698,1009,WP30105,0,B,6,C0D1F0T1,1,mm,a4_121820
D82698,9997,WP30105,0,B,6,C0D0F1T0,1,mm,a4_121820
D82698,7152,WP30105,0,B,6,C1D0F0T0,1,mm,a4_121820
D82698,4083,WP30105,0,B,6,C0D1F1T1,1,mm,a4_121820
D82698,5476,WP30105,0,B,6,C0D0F1T1,1,mm,a4_121820
D82698,19149,WP30105,0,B,7,C1D0F0T1,1,mm,a4_121820
D82698,16528,WP30105,0,B,7,C0D0F0T1,1,mm,a4_121820
D82698,7434,WP30105,0,B,7,C0D1F1T0,1,mm,a4_121820
D82698,13079,WP30105,0,B,7,C1D0F1T0,2,mm,a4_121820
D82698,642,WP30105,0,B,7,C1D0F0T0,1,mm,a4_121820
D82698,14606,WP30105,0,B,7,C1D1F1T1,1,mm,a4_121820
D82698,8579,WP30105,0,B,7,C0D0F1T1,1,mm,a4_121820
D82698,11577,WP30105,0,B,7,C0D0F1T0,0,mm,a4_121820
D82698,8696,WP30105,0,B,7,C0D1F0T0,1,mm,a4_121820
D82698,2635,WP30105,0,B,7,C0D1F0T1,1,mm,a4_121820
D82698,17641,WP30105,0,B,7,C1D1F0T0,1,mm,a4_121820
D82698,656,WP30105,0,B,7,C0D1F1T1,1,mm,a4_121820
D82698,16134,WP30105,0,B,8,C1D1F0T0,1,mm,a4_121820
D82698,402,WP30105,0,B,8,C1D1F1T1,1,mm,a4_121820
D82698,3906,WP30105,0,B,8,C0D1F1T1,1,mm,a4_121820
D82698,2437,WP30105,0,B,8,C0D1F0T1,1,mm,a4_121820
D82698,14596,WP30105,0,B,8,C1D0F1T0,1,mm,a4_121820
D82698,833,WP30105,0,B,8,C1D0F0T0,1,mm,a4_121820
D82698,13457,WP30105,0,B,8,C0D0F0T1,1,mm,a4_121820
D82698,741,WP30105,0,B,8,C0D0F1T1,1,mm,a4_121820
D82698,731,WP30105,0,B,8,C0D1F0T0,1,mm,a4_121820
D82698,1001,WP30105,0,B,8,C0D0F1T0,1,mm,a4_121820
D82698,17589,WP30105,0,B,8,C1D0F0T1,1,mm,a4_121820
D82698,15144,WP30105,0,B,8,C0D1F1T0,1,mm,a4_121820
D82698,7246,WP30105,0,B,9,C1D1F1T1,1,mm,a4_121820
D82698,3834,WP30105,0,B,9,C1D0F1T0,1,mm,a4_121820
D82698,14827,WP30105,0,B,9,C0D0F0T1,1,mm,a4_121820
D82698,616,WP30105,0,B,9,C0D1F0T1,1,mm,a4_121820
D82698,16173,WP30105,0,B,9,C1D1F0T0,1,mm,a4_121820
D82698,14991,WP30105,0,B,9,C0D1F1T1,1,mm,a4_121820
D82698,456,WP30105,0,B,9,C0D0F1T0,1,mm,a4_121820
D82698,12653,WP30105,0,B,9,C1D0F0T1,1,mm,a4_121820
D82698,5437,WP30105,0,B,9,C0D0F1T1,1,mm,a4_121820
D82698,16426,WP30105,0,B,9,C0D1F0T0,1,mm,a4_121820
D82698,9020,WP30105,0,B,9,C0D1F1T0,1,mm,a4_121820
D82698,3991,WP30105,0,B,9,C1D0F0T0,0,mm,a4_121820
D82698,2456,WP30105,0,B,10,C1D0F0T0,1,mm,a4_121820
D82698,8311,WP30105,0,B,10,C1D1F0T0,1,mm,a4_121820
D82698,10598,WP30105,0,B,10,C0D1F1T0,1,mm,a4_121820
D82698,4166,WP30105,0,B,10,C1D1F1T1,1,mm,a4_121820
D82698,17648,WP30105,0,B,10,C1D0F0T1,1,mm,a4_121820
D82698,19695,WP30105,0,B,10,C0D1F1T1,1,mm,a4_121820
D82698,5727,WP30105,0,B,10,C0D0F1T0,1,mm,a4_121820
D82698,405,WP30105,0,B,10,C1D0F1T0,1,mm,a4_121820
D82698,16393,WP30105,0,B,10,C0D1F0T0,1,mm,a4_121820
D82698,2480,WP30105,0,B,10,C0D1F0T1,1,mm,a4_121820
D82698,3907,WP30105,0,B,10,C0D0F1T1,1,mm,a4_121820
D82698,13291,WP30105,0,B,10,C0D0F0T1,1,mm,a4_121820
D82698,16522,WP30105,0,B,11,C0D0F1T1,1,mm,a4_121820
D82698,13321,WP30105,0,B,11,C0D1F0T0,1,mm,a4_121820
D82698,19563,WP30105,0,B,11,C0D1F1T1,1,mm,a4_121820
D82698,18308,WP30105,0,B,11,C0D1F1T0,1,mm,a4_121820
D82698,1077,WP30105,0,B,11,C1D0F1T0,1,mm,a4_121820
D82698,2292,WP30105,0,B,11,C0D1F0T1,1,mm,a4_121820
D82698,14978,WP30105,0,B,11,C1D0F0T0,1,mm,a4_121820
D82698,13241,WP30105,0,B,11,C0D0F0T1,1,mm,a4_121820
D82698,446,WP30105,0,B,11,C1D1F1T1,1,mm,a4_121820
