PenId,WellPlateID,WellPlateIndex,WellRow,WellColumn,Barcode,ExportCount,Species,BarcodeSet
4124,WP30105,0,B,11,C0D0F1T0,0,mm,a4_121820
14474,WP30105,0,B,11,C1D1F0T0,1,mm,a4_121820
12602,WP30105,0,B,11,C1D0F0T1,1,mm,a4_121820
577,WP30105,0,B,12,C1D1F1T1,1,mm,a4_121820
19698,WP30105,0,B,12,C1D0F0T0,0,mm,a4_121820
8788,WP30105,0,B,12,C1D0F1T0,1,mm,a4_121820
18371,WP30105,0,B,12,C0D1F1T0,1,mm,a4_121820
3644,WP30105,0,B,12,C1D1F0T0,1,mm,a4_121820
19574,WP30105,0,B,12,C0D1F1T1,1,mm,a4_121820
16458,WP30105,0,B,12,C0D0F1T1,1,mm,a4_121820
8594,WP30105,0,B,12,C0D1F0T1,1,mm,a4_121820
19432,WP30105,0,B,12,C0D1F0T0,1,mm,a4_121820
17797,WP30105,0,B,12,C0D0F0T1,1,mm,a4_121820
8231,WP30105,0,B,12,C1D0F0T1,1,mm,a4_121820
7121,WP30105,0,B,12,C0D0F1T0,1,mm,a4_121820
5138,WP30105,0,C,1,C1D0F0T1,1,mm,a4_121820
11615,WP30105,0,C,1,C0D0F0T1,1,mm,a4_121820
4267,WP30105,0,C,1,C0D1F1T0,1,mm,a4_121820
14866,WP30105,0,C,1,C1D0F0T0,1,mm,a4_121820
17791,WP30105,0,C,1,C0D1F0T0,1,mm,a4_121820
19717,WP30105,0,C,1,C0D1F1T1,1,mm,a4_121820
5532,WP30105,0,C,1,C0D0F1T0,1,mm,a4_121820
2395,WP30105,0,C,1,C1D1F1T1,1,mm,a4_121820
19723,WP30105,0,C,1,C0D0F1T1,1,mm,a4_121820
826,WP30105,0,C,1,C0D1F0T1,1,mm,a4_121820
522,WP30105,0,C,1,C1D0F1T0,1,mm,a4_121820
3682,WP30105,0,C,1,C1D1F0T0,1,mm,a4_121820
14974,WP30105,0,C,2,C0D1F0T1,1,mm,a4_121820
809,WP30105,0,C,2,C1D1F1T1,0,mm,a4_121820
14468,WP30105,0,C,2,C1D0F0T1,1,mm,a4_121820
16048,WP30105,0,C,2,C1D1F0T0,1,mm,a4_121820
19534,WP30105,0,C,2,C0D0F1T1,1,mm,a4_121820
698,WP30105,0,C,2,C0D0F1T0,1,mm,a4_121820
19941,WP30105,0,C,2,C0D1F0T0,1,mm,a4_121820
1100,WP30105,0,C,2,C0D1F1T0,1,mm,a4_121820
16430,WP30105,0,C,2,C1D0F0T0,1,mm,a4_121820
4089,WP30105,0,C,2,C1D0F1T0,1,mm,a4_121820
19794,WP30105,0,C,2,C0D1F1T1,1,mm,a4_121820
11950,WP30105,0,C,2,C0D0F0T1,1,mm,a4_121820
19724,WP30105,0,C,3,C0D1F0T1,1,mm,a4_121820
14677,WP30105,0,C,3,C0D1F0T0,1,mm,a4_121820
2297,WP30105,0,C,3,C1D1F1T1,1,mm,a4_121820
14777,WP30105,0,C,3,C0D0F1T1,1,mm,a4_121820
2831,WP30105,0,C,3,C0D1F1T0,1,mm,a4_121820
4049,WP30105,0,C,3,C1D0F1T0,1,mm,a4_121820
10285,WP30105,0,C,3,C0D1F1T1,1,mm,a4_121820
3637,WP30105,0,C,3,C1D0F0T1,1,mm,a4_121820
19682,WP30105,0,C,3,C0D0F1T0,2,mm,a4_121820
13528,WP30105,0,C,3,C0D0F0T1,1,mm,a4_121820
19459,WP30105,0,C,3,C1D0F0T0,1,mm,a4_121820
11502,WP30105,0,C,3,C1D1F0T0,1,mm,a4_121820
4629,WP30105,0,C,4,C0D1F1T0,2,mm,a4_121820
13581,WP30105,0,C,4,C0D0F0T1,1,mm,a4_121820
11456,WP30105,0,C,4,C1D0F0T1,1,mm,a4_121820
3811,WP30105,0,C,4,C1D1F0T0,1,mm,a4_121820
5456,WP30105,0,C,4,C1D1F1T1,1,mm,a4_121820
4084,WP30105,0,C,4,C1D0F1T0,1,mm,a4_121820
13415,WP30105,0,C,4,C0D1F0T1,1,mm,a4_121820
19899,WP30105,0,C,4,C1D0F0T0,1,mm,a4_121820
14900,WP30105,0,C,4,C0D0F1T0,1,mm,a4_121820
13151,WP30105,0,C,4,C0D1F0T0,1,mm,a4_121820
10140,WP30105,0,C,4,C0D0F1T1,1,mm,a4_121820
13289,WP30105,0,C,4,C0D1F1T1,1,mm,a4_121820
7320,WP30105,0,C,5,C0D1F0T0,1,mm,a4_121820
14976,WP30105,0,C,5,C1D1F1T1,1,mm,a4_121820
13116,WP30105,0,C,5,C1D1F0T0,1,mm,a4_121820
615,WP30105,0,C,5,C1D0F1T0,1,mm,a4_121820
13662,WP30105,0,C,5,C0D0F0T1,1,mm,a4_121820
18290,WP30105,0,C,5,C1D0F0T0,1,mm,a4_121820
9889,WP30105,0,C,5,C1D0F0T1,1,mm,a4_121820
16386,WP30105,0,C,5,C0D0F1T0,1,mm,a4_121820
16444,WP30105,0,C,5,C0D1F0T1,1,mm,a4_121820
4360,WP30105,0,C,5,C0D1F1T0,1,mm,a4_121820
10526,WP30105,0,C,5,C0D0F1T1,1,mm,a4_121820
10232,WP30105,0,C,5,C0D1F1T1,1,mm,a4_121820
16041,WP30105,0,C,6,C1D0F0T1,1,mm,a4_121820
8645,WP30105,0,C,6,C1D0F1T0,1,mm,a4_121820
13482,WP30105,0,C,6,C0D1F0T0,0,mm,a4_121820
19896,WP30105,0,C,6,C0D1F1T1,1,mm,a4_121820
11780,WP30105,0,C,6,C0D0F1T0,1,mm,a4_121820
10038,WP30105,0,C,6,C1D1F0T0,1,mm,a4_121820
18198,WP30105,0,C,6,C0D0F1T1,1,mm,a4_121820
11914,WP30105,0,C,6,C1D1F1T1,1,mm,a4_121820
10600,WP30105,0,C,6,C0D0F0T1,1,mm,a4_121820
10168,WP30105,0,C,6,C0D1F0T1,1,mm,a4_121820
2801,WP30105,0,C,6,C0D1F1T0,1,mm,a4_121820
12169,WP30105,0,C,6,C1D0F0T0,1,mm,a4_121820
2627,WP30105,0,C,7,C1D1F0T0,1,mm,a4_121820
1142,WP30105,0,C,7,C1D0F0T0,1,mm,a4_121820
8574,WP30105,0,C,7,C1D0F1T0,1,mm,a4_121820
17852,WP30105,0,C,7,C0D0F1T0,1,mm,a4_121820
19445,WP30105,0,C,7,C0D1F0T1,2,mm,a4_121820
15054,WP30105,0,C,7,C0D1F0T0,1,mm,a4_121820
11532,WP30105,0,C,7,C1D0F0T1,1,mm,a4_121820
12079,WP30105,0,C,7,C0D0F1T1,1,mm,a4_121820
1284,WP30105,0,C,7,C0D1F1T0,1,mm,a4_121820
13462,WP30105,0,C,7,C1D1F1T1,1,mm,a4_121820
16283,WP30105,0,C,7,C0D1F1T1,1,mm,a4_121820
16753,WP30105,0,C,7,C0D0F0T1,1,mm,a4_121820
12000,WP30105,0,C,8,C0D1F0T0,1,mm,a4_121820
16492,WP30105,0,C,8,C1D1F1T1,1,mm,a4_121820
13194,WP30105,0,C,8,C0D1F0T1,1,mm,a4_121820
11622,WP30105,0,C,8,C0D1F1T1,1,mm,a4_121820
10634,WP30105,0,C,8,C0D0F0T1,2,mm,a4_121820
1556,WP30105,0,C,8,C1D0F0T0,1,mm,a4_121820
16311,WP30105,0,C,8,C0D0F1T0,1,mm,a4_121820
4502,WP30105,0,C,8,C0D1F1T0,1,mm,a4_121820
827,WP30105,0,C,8,C1D0F1T0,1,mm,a4_121820
4111,WP30105,0,C,8,C1D1F0T0,1,mm,a4_121820
11528,WP30105,0,C,8,C1D0F0T1,1,mm,a4_121820
16775,WP30105,0,C,8,C0D0F1T1,1,mm,a4_121820
17860,WP30105,0,C,9,C0D0F1T0,1,mm,a4_121820
10439,WP30105,0,C,9,C0D1F0T0,1,mm,a4_121820
487,WP30105,0,C,9,C1D1F0T0,1,mm,a4_121820
15226,WP30105,0,C,9,C0D0F1T1,1,mm,a4_121820
19773,WP30105,0,C,9,C1D1F1T1,1,mm,a4_121820
13061,WP30105,0,C,9,C1D0F0T1,0,mm,a4_121820
1356,WP30105,0,C,9,C0D1F1T0,1,mm,a4_121820
8519,WP30105,0,C,9,C1D0F1T0,1,mm,a4_121820
7562,WP30105,0,C,9,C0D0F0T1,1,mm,a4_121820
9408,WP30105,0,C,9,C1D0F0T0,1,mm,a4_121820
16208,WP30105,0,C,9,C0D1F0T1,1,mm,a4_121820
17782,WP30105,0,C,9,C0D1F1T1,1,mm,a4_121820
1185,WP30105,0,C,10,C0D0F0T1,1,mm,a4_121820
12563,WP30105,0,C,10,C0D1F1T0,0,mm,a4_121820
721,WP30105,0,C,10,C1D0F1T0,1,mm,a4_121820
7573,WP30105,0,C,10,C0D0F1T1,1,mm,a4_121820
8683,WP30105,0,C,10,C1D1F0T0,1,mm,a4_121820
17768,WP30105,0,C,10,C0D1F0T1,1,mm,a4_121820
12512,WP30105,0,C,10,C1D0F0T0,1,mm,a4_121820
7338,WP30105,0,C,10,C0D1F1T1,1,mm,a4_121820
11816,WP30105,0,C,10,C1D1F1T1,1,mm,a4_121820
10097,WP30105,0,C,10,C0D0F1T0,1,mm,a4_121820
13570,WP30105,0,C,10,C0D1F0T0,1,mm,a4_121820
5385,WP30105,0,C,10,C1D0F0T1,1,mm,a4_121820
10418,WP30105,0,C,11,C0D1F0T1,1,mm,a4_121820
18608,WP30105,0,C,11,C1D0F0T0,1,mm,a4_121820
15234,WP30105,0,C,11,C0D1F0T0,1,mm,a4_121820
18363,WP30105,0,C,11,C0D0F1T1,1,mm,a4_121820
10957,WP30105,0,C,11,C0D1F1T0,1,mm,a4_121820
1052,WP30105,0,C,11,C1D0F0T1,1,mm,a4_121820
2532,WP30105,0,C,11,C1D1F0T0,1,mm,a4_121820
1360,WP30105,0,C,11,C0D0F0T1,1,mm,a4_121820
14729,WP30105,0,C,11,C0D0F1T0,1,mm,a4_121820
2320,WP30105,0,C,11,C1D0F1T0,1,mm,a4_121820
18148,WP30105,0,C,11,C0D1F1T1,1,mm,a4_121820
11836,WP30105,0,C,11,C1D1F1T1,1,mm,a4_121820
7633,WP30105,0,C,12,C1D0F0T0,2,mm,a4_121820
13435,WP30105,0,C,12,C1D0F1T0,1,mm,a4_121820
9421,WP30105,0,C,12,C0D1F1T0,1,mm,a4_121820
19386,WP30105,0,C,12,C0D0F1T0,1,mm,a4_121820
8802,WP30105,0,C,12,C1D0F0T1,1,mm,a4_121820
17915,WP30105,0,C,12,C1D1F1T1,1,mm,a4_121820
16595,WP30105,0,C,12,C0D1F1T1,1,mm,a4_121820
6278,WP30105,0,C,12,C0D1F0T0,1,mm,a4_121820
13486,WP30105,0,C,12,C0D1F0T1,0,mm,a4_121820
8563,WP30105,0,C,12,C1D1F0T0,1,mm,a4_121820
1316,WP30105,0,C,12,C0D0F0T1,1,mm,a4_121820
4746,WP30105,0,C,12,C0D0F1T1,1,mm,a4_121820
19622,WP30105,0,D,1,C1D0F1T0,1,mm,a4_121820
2757,WP30105,0,D,1,C0D1F0T0,1,mm,a4_121820
680,WP30105,0,D,1,C1D1F0T0,1,mm,a4_121820
15083,WP30105,0,D,1,C0D1F1T1,1,mm,a4_121820
16374,WP30105,0,D,1,C1D1F1T1,1,mm,a4_121820
15371,WP30105,0,D,1,C1D0F0T0,1,mm,a4_121820
11978,WP30105,0,D,1,C0D1F0T1,1,mm,a4_121820
2541,WP30105,0,D,1,C1D0F0T1,1,mm,a4_121820
7864,WP30105,0,D,1,C0D0F0T1,1,mm,a4_121820
7835,WP30105,0,D,1,C0D1F1T0,1,mm,a4_121820
11679,WP30105,0,D,1,C0D0F1T0,1,mm,a4_121820
5779,WP30105,0,D,1,C0D0F1T1,1,mm,a4_121820
14857,WP30105,0,D,2,C1D1F1T1,1,mm,a4_121820
2094,WP30105,0,D,2,C1D0F0T1,1,mm,a4_121820
9410,WP30105,0,D,2,C0D0F0T1,1,mm,a4_121820
10459,WP30105,0,D,2,C0D1F1T1,1,mm,a4_121820
16613,WP30105,0,D,2,C0D1F0T1,1,mm,a4_121820
5841,WP30105,0,D,2,C0D1F0T0,1,mm,a4_121820
7760,WP30105,0,D,2,C0D1F1T0,0,mm,a4_121820
11922,WP30105,0,D,2,C1D0F1T0,1,mm,a4_121820
5854,WP30105,0,D,2,C0D0F1T1,1,mm,a4_121820
13168,WP30105,0,D,2,C0D0F1T0,1,mm,a4_121820
3951,WP30105,0,D,2,C1D1F0T0,1,mm,a4_121820
822,WP30105,0,D,3,C1D1F0T0,1,mm,a4_121820
12363,WP30105,0,D,3,C0D1F1T0,1,mm,a4_121820
15126,WP30105,0,D,3,C0D1F1T1,1,mm,a4_121820
3139,WP30105,0,D,3,C0D0F1T1,1,mm,a4_121820
16642,WP30105,0,D,3,C0D1F0T1,1,mm,a4_121820
17063,WP30105,0,D,3,C0D0F0T1,1,mm,a4_121820
19872,WP30105,0,D,3,C1D1F1T1,1,mm,a4_121820
5583,WP30105,0,D,3,C1D0F0T1,1,mm,a4_121820
1251,WP30105,0,D,3,C0D1F0T0,1,mm,a4_121820
17761,WP30105,0,D,3,C0D0F1T0,1,mm,a4_121820
11859,WP30105,0,D,3,C1D0F1T0,1,mm,a4_121820
8527,WP30105,0,D,4,C1D1F0T0,2,mm,a4_121820
18026,WP30105,0,D,4,C1D0F1T0,1,mm,a4_121820
6063,WP30105,0,D,4,C0D1F0T0,1,mm,a4_121820
12031,WP30105,0,D,4,C0D1F1T1,1,mm,a4_121820
16222,WP30105,0,D,4,C0D0F1T0,1,mm,a4_121820
6159,WP30105,0,D,4,C0D0F0T1,2,mm,a4_121820
9018,WP30105,0,D,4,C0D1F0T1,1,mm,a4_121820
5906,WP30105,0,D,4,C0D0F1T1,1,mm,a4_121820
4042,WP30105,0,D,4,C1D0F0T1,1,mm,a4_121820
18560,WP30105,0,D,4,C0D1F1T0,1,mm,a4_121820
15051,WP30105,0,D,4,C1D1F1T1,1,mm,a4_121820
19965,WP30105,0,D,5,C0D0F1T0,1,mm,a4_121820
558,WP30105,0,D,5,C1D0F0T1,0,mm,a4_121820
18247,WP30105,0,D,5,C0D1F1T1,1,mm,a4_121820
12324,WP30105,0,D,5,C0D0F0T1,1,mm,a4_121820
11809,WP30105,0,D,5,C1D0F1T0,1,mm,a4_121820
18171,WP30105,0,D,5,C1D1F1T1,1,mm,a4_121820
9418,WP30105,0,D,5,C0D1F0T0,1,mm,a4_121820
10400,WP30105,0,D,5,C1D1F0T0,1,mm,a4_121820
5880,WP30105,0,D,5,C0D0F1T1,1,mm,a4_121820
4728,WP30105,0,D,5,C0D1F0T1,1,mm,a4_121820
12403,WP30105,0,D,6,C0D1F0T0,1,mm,a4_121820
7165,WP30105,0,D,6,C1D0F0T1,2,mm,a4_121820
13158,WP30105,0,D,6,C0D0F1T0,1,mm,a4_121820
5844,WP30105,0,D,6,C0D1F0T1,1,mm,a4_121820
12076,WP30105,0,D,6,C0D1F1T1,1,mm,a4_121820
9426,WP30105,0,D,6,C0D0F1T1,0,mm,a4_121820
11812,WP30105,0,D,6,C1D0F1T0,1,mm,a4_121820
18035,WP30105,0,D,6,C1D1F0T0,1,mm,a4_121820
10781,WP30105,0,D,6,C0D0F0T1,1,mm,a4_121820
8979,WP30105,0,D,6,C1D1F1T1,1,mm,a4_121820
16988,WP30105,0,D,7,C0D0F0T1,1,mm,a4_121820
19764,WP30105,0,D,7,C1D0F1T0,1,mm,a4_121820
4008,WP30105,0,D,7,C1D0F0T1,1,mm,a4_121820
9028,WP30105,0,D,7,C0D1F1T1,1,mm,a4_121820
9196,WP30105,0,D,7,C0D0F1T1,1,mm,a4_121820
14864,WP30105,0,D,7,C1D1F0T0,1,mm,a4_121820
4649,WP30105,0,D,7,C0D1F0T1,1,mm,a4_121820
18596,WP30105,0,D,7,C0D1F0T0,1,mm,a4_121820
18235,WP30105,0,D,7,C1D1F1T1,1,mm,a4_121820
11625,WP30105,0,D,7,C0D0F1T0,1,mm,a4_121820
12053,WP30105,0,D,8,C1D1F1T1,1,mm,a4_121820
12021,WP30105,0,D,8,C0D0F1T0,0,mm,a4_121820
18416,WP30105,0,D,8,C0D0F1T1,1,mm,a4_121820
9141,WP30105,0,D,8,C0D0F0T1,1,mm,a4_121820
16860,WP30105,0,D,8,C0D1F0T0,1,mm,a4_121820
19512,WP30105,0,D,8,C1D1F0T0,1,mm,a4_121820
2217,WP30105,0,D,8,C1D0F0T1,0,mm,a4_121820
7445,WP30105,0,D,8,C0D1F0T1,1,mm,a4_121820
7458,WP30105,0,D,8,C0D1F1T1,2,mm,a4_121820
17931,WP30105,0,D,8,C1D0F1T0,1,mm,a4_121820
16877,WP30105,0,D,9,C0D0F1T1,0,mm,a4_121820
10466,WP30105,0,D,9,C0D0F1T0,0,mm,a4_121820
8559,WP30105,0,D,9,C1D0F1T0,1,mm,a4_121820
2875,WP30105,0,D,9,C0D1F0T1,1,mm,a4_121820
18343,WP30105,0,D,9,C0D1F1T1,1,mm,a4_121820
609,WP30105,0,D,9,C1D0F0T1,2,mm,a4_121820
7417,WP30105,0,D,9,C1D1F1T1,1,mm,a4_121820
16885,WP30105,0,D,9,C0D1F0T0,1,mm,a4_121820
11737,WP30105,0,D,9,C1D1F0T0,1,mm,a4_121820
15252,WP30105,0,D,10,C0D0F1T0,1,mm,a4_121820
8597,WP30105,0,D,10,C1D0F0T1,1,mm,a4_121820
19955,WP30105,0,D,10,C1D0F1T0,1,mm,a4_121820
16702,WP30105,0,D,10,C1D1F1T1,1,mm,a4_121820
16841,WP30105,0,D,10,C0D1F1T1,1,mm,a4_121820
16370,WP30105,0,D,10,C1D1F0T0,1,mm,a4_121820
1299,WP30105,0,D,10,C0D1F0T1,0,mm,a4_121820
11005,WP30105,0,D,11,C0D1F0T1,1,mm,a4_121820
5805,WP30105,0,D,11,C0D1F1T1,0,mm,a4_121820
16380,WP30105,0,D,11,C1D1F0T0,1,mm,a4_121820
8546,WP30105,0,D,11,C1D0F0T1,1,mm,a4_121820
16220,WP30105,0,D,11,C1D0F1T0,1,mm,a4_121820
12150,WP30105,0,D,11,C1D1F1T1,1,mm,a4_121820
12163,WP30105,0,D,11,C0D0F1T0,1,mm,a4_121820
19801,WP30105,0,D,12,C1D1F0T0,1,mm,a4_121820
11889,WP30105,0,D,12,C1D0F0T1,1,mm,a4_121820
10446,WP30105,0,D,12,C1D0F1T0,1,mm,a4_121820
16756,WP30105,0,D,12,C0D0F1T0,1,mm,a4_121820
15228,WP30105,0,D,12,C1D1F1T1,1,mm,a4_121820
5796,WP30105,0,D,12,C0D1F1T1,1,mm,a4_121820
12561,WP30105,0,D,12,C0D1F0T1,1,mm,a4_121820
